Report Date,Region,Confirmed
05/27/2022,Eastern Area,"2,545"
05/26/2022,National,"9,041"
05/26/2022,Northwest,"2,253"
05/26/2022,Southwest,"4,185"
05/26/2022,Eastern Area,"2,603"
05/25/2022,National,"9,382"
05/25/2022,Northwest,"2,117"
05/25/2022,Southwest,"4,838"
05/25/2022,Eastern Area,"2,427"
05/24/2022,National,"10,084"
05/24/2022,Northwest,"3,078"
05/24/2022,Southwest,"4,677"
05/24/2022,Eastern Area,"2,329"
05/23/2022,National,"11,126"
05/23/2022,Northwest,"4,243"
05/23/2022,Southwest,"3,750"
05/23/2022,Eastern Area,"3,133"
05/20/2022,National,"10,027"
05/20/2022,Northwest,"2,278"
05/20/2022,Southwest,"4,763"
05/20/2022,Eastern Area,"2,986"
05/19/2022,National,"9,339"
05/19/2022,Northwest,"2,389"
05/19/2022,Southwest,"4,574"
05/19/2022,Eastern Area,"2,376"
05/18/2022,National,"9,529"
05/18/2022,Northwest,"2,575"
05/18/2022,Southwest,"4,418"
05/18/2022,Eastern Area,"2,536"
05/17/2022,National,"9,974"
05/17/2022,Northwest,"2,687"
05/17/2022,Southwest,"4,387"
05/17/2022,Eastern Area,"2,900"
05/16/2022,National,"11,296"
05/16/2022,Northwest,"4,468"
05/16/2022,Southwest,"4,896"
05/16/2022,Eastern Area,"1,932"
05/13/2022,National,"9,074"
05/13/2022,Northwest,"2,084"
05/13/2022,Southwest,"4,667"
05/13/2022,Eastern Area,"2,323"
05/12/2022,National,"9,354"
05/12/2022,Northwest,"2,322"
05/12/2022,Southwest,"4,384"
05/12/2022,Eastern Area,"2,648"
05/11/2022,National,"10,369"
05/11/2022,Northwest,"2,578"
05/11/2022,Southwest,"5,577"
05/11/2022,Eastern Area,"2,214"
05/10/2022,National,"9,563"
05/10/2022,Northwest,"2,524"
05/10/2022,Southwest,"4,338"
05/10/2022,Eastern Area,"2,701"
05/09/2022,National,"12,594"
05/09/2022,Northwest,"2,805"
05/09/2022,Southwest,"6,428"
05/09/2022,Eastern Area,"3,361"
05/06/2022,National,"10,836"
05/06/2022,Northwest,"3,047"
05/06/2022,Southwest,"4,474"
05/06/2022,Eastern Area,"3,315"
05/05/2022,National,"9,155"
05/05/2022,Northwest,"2,148"
05/05/2022,Southwest,"4,307"
05/05/2022,Eastern Area,"2,700"
05/04/2022,National,"7,778"
05/04/2022,Northwest,"2,578"
05/04/2022,Southwest,"2,639"
05/04/2022,Eastern Area,"2,561"
05/03/2022,National,"8,910"
05/03/2022,Northwest,"2,616"
05/03/2022,Southwest,"3,727"
05/03/2022,Eastern Area,"2,567"
05/02/2022,National,"11,677"
05/02/2022,Northwest,"4,363"
05/02/2022,Southwest,"4,618"
05/02/2022,Eastern Area,"2,696"
04/29/2022,National,"10,405"
04/29/2022,Northwest,"3,807"
04/29/2022,Southwest,"4,177"
04/29/2022,Eastern Area,"2,421"
04/28/2022,National,"9,430"
04/28/2022,Northwest,"2,584"
04/28/2022,Southwest,"3,833"
04/28/2022,Eastern Area,"3,013"
04/27/2022,National,"9,928"
04/27/2022,Northwest,"2,562"
04/27/2022,Southwest,"4,758"
04/27/2022,Eastern Area,"2,608"
04/26/2022,National,"10,877"
04/26/2022,Northwest,"3,207"
04/26/2022,Southwest,"5,375"
04/26/2022,Eastern Area,"2,295"
04/25/2022,National,"12,382"
04/25/2022,Northwest,"3,602"
04/25/2022,Southwest,"4,716"
04/25/2022,Eastern Area,"4,064"
04/22/2022,National,"9,083"
04/22/2022,Northwest,"2,458"
04/22/2022,Southwest,"3,693"
04/22/2022,Eastern Area,"2,932"
04/21/2022,National,"8,050"
04/21/2022,Northwest,"2,179"
04/21/2022,Southwest,"3,756"
04/21/2022,Eastern Area,"2,115"
04/20/2022,National,"9,093"
04/20/2022,Northwest,"2,534"
04/20/2022,Southwest,"4,561"
04/20/2022,Eastern Area,"1,998"
04/19/2022,National,"11,053"
04/19/2022,Northwest,"4,152"
04/19/2022,Southwest,"5,046"
04/19/2022,Eastern Area,"1,855"
04/18/2022,National,"6,569"
04/18/2022,Northwest,"2,028"
04/18/2022,Southwest,"2,779"
04/18/2022,Eastern Area,"1,762"
04/15/2022,National,"9,888"
04/15/2022,Northwest,"2,393"
04/15/2022,Southwest,"4,511"
04/15/2022,Eastern Area,"2,984"
04/14/2022,National,"10,584"
04/14/2022,Northwest,"2,353"
04/14/2022,Southwest,"4,496"
04/14/2022,Eastern Area,"3,735"
04/13/2022,National,"11,246"
04/13/2022,Northwest,"3,386"
04/13/2022,Southwest,"5,349"
04/13/2022,Eastern Area,"2,511"
04/12/2022,National,"8,964"
04/12/2022,Northwest,"2,879"
04/12/2022,Southwest,"3,871"
04/12/2022,Eastern Area,"2,214"
04/11/2022,National,"14,801"
04/11/2022,Northwest,"4,598"
04/11/2022,Southwest,"6,666"
04/11/2022,Eastern Area,"3,537"
04/08/2022,National,"10,532"
04/08/2022,Northwest,"2,609"
04/08/2022,Southwest,"5,178"
04/08/2022,Eastern Area,"2,745"
04/07/2022,National,"9,614"
04/07/2022,Northwest,"2,420"
04/07/2022,Southwest,"3,842"
04/07/2022,Eastern Area,"3,352"
04/06/2022,National,"9,197"
04/06/2022,Northwest,"2,310"
04/06/2022,Southwest,"4,212"
04/06/2022,Eastern Area,"2,675"
04/05/2022,National,"9,299"
04/05/2022,Northwest,"2,772"
04/05/2022,Southwest,"4,106"
04/05/2022,Eastern Area,"2,421"
04/04/2022,National,"11,051"
04/04/2022,Northwest,"3,547"
04/04/2022,Southwest,"4,069"
04/04/2022,Eastern Area,"3,435"
04/01/2022,National,"10,929"
04/01/2022,Northwest,"3,828"
04/01/2022,Southwest,"4,698"
04/01/2022,Eastern Area,"2,403"
03/31/2022,National,"8,239"
03/31/2022,Northwest,"2,021"
03/31/2022,Southwest,"3,460"
03/31/2022,Eastern Area,"2,758"
03/30/2022,National,"8,517"
03/30/2022,Northwest,"2,049"
03/30/2022,Southwest,"4,163"
03/30/2022,Eastern Area,"2,305"
03/29/2022,National,"10,318"
03/29/2022,Northwest,"3,039"
03/29/2022,Southwest,"4,571"
03/29/2022,Eastern Area,"2,708"
03/28/2022,National,"10,816"
03/28/2022,Northwest,"4,307"
03/28/2022,Southwest,"4,061"
03/28/2022,Eastern Area,"2,448"
03/25/2022,National,"10,591"
03/25/2022,Northwest,"3,848"
03/25/2022,Southwest,"4,257"
03/25/2022,Eastern Area,"2,486"
03/24/2022,National,"9,105"
03/24/2022,Northwest,"2,723"
03/24/2022,Southwest,"3,793"
03/24/2022,Eastern Area,"2,589"
03/23/2022,National,"9,740"
03/23/2022,Northwest,"2,579"
03/23/2022,Southwest,"4,244"
03/23/2022,Eastern Area,"2,917"
03/22/2022,National,"12,631"
03/22/2022,Northwest,"3,568"
03/22/2022,Southwest,"6,596"
03/22/2022,Eastern Area,"2,467"
03/21/2022,National,"9,002"
03/21/2022,Northwest,"2,840"
03/21/2022,Southwest,"3,224"
03/21/2022,Eastern Area,"2,938"
03/18/2022,National,"10,491"
03/18/2022,Northwest,"3,988"
03/18/2022,Southwest,"4,646"
03/18/2022,Eastern Area,"1,857"
03/17/2022,National,"10,601"
03/17/2022,Northwest,"4,070"
03/17/2022,Southwest,"4,003"
03/17/2022,Eastern Area,"2,528"
03/16/2022,National,"10,042"
03/16/2022,Northwest,"2,818"
03/16/2022,Southwest,"4,229"
03/16/2022,Eastern Area,"2,995"
03/15/2022,National,"10,222"
03/15/2022,Northwest,"3,104"
03/15/2022,Southwest,"4,924"
03/15/2022,Eastern Area,"2,194"
03/14/2022,National,"10,012"
03/14/2022,Northwest,"3,061"
03/14/2022,Southwest,"4,307"
03/14/2022,Eastern Area,"2,644"
03/11/2022,National,"9,398"
03/11/2022,Northwest,"2,974"
03/11/2022,Southwest,"3,501"
03/11/2022,Eastern Area,"2,923"
03/10/2022,National,"12,917"
03/10/2022,Northwest,"4,851"
03/10/2022,Southwest,"4,855"
03/10/2022,Eastern Area,"3,211"
03/09/2022,National,"9,891"
03/09/2022,Northwest,"3,040"
03/09/2022,Southwest,"4,241"
03/09/2022,Eastern Area,"2,610"
03/08/2022,National,"9,870"
03/08/2022,Northwest,"3,684"
03/08/2022,Southwest,"4,006"
03/08/2022,Eastern Area,"2,180"
03/07/2022,National,"12,840"
03/07/2022,Northwest,"5,283"
03/07/2022,Southwest,"4,051"
03/07/2022,Eastern Area,"3,506"
03/04/2022,National,"9,902"
03/04/2022,Northwest,"2,453"
03/04/2022,Southwest,"4,078"
03/04/2022,Eastern Area,"3,371"
03/03/2022,National,"10,808"
03/03/2022,Northwest,"3,880"
03/03/2022,Southwest,"4,096"
03/03/2022,Eastern Area,"2,832"
03/02/2022,National,"11,524"
03/02/2022,Northwest,"2,657"
03/02/2022,Southwest,"4,654"
03/02/2022,Eastern Area,"4,213"
03/01/2022,National,"9,314"
03/01/2022,Northwest,"3,348"
03/01/2022,Southwest,"3,990"
03/01/2022,Eastern Area,"1,976"
02/28/2022,National,"11,462"
02/28/2022,Northwest,"4,431"
02/28/2022,Southwest,"4,188"
02/28/2022,Eastern Area,"2,843"
02/25/2022,National,"10,480"
02/25/2022,Northwest,"3,699"
02/25/2022,Southwest,"4,307"
02/25/2022,Eastern Area,"2,474"
02/24/2022,National,"9,662"
02/24/2022,Northwest,"2,748"
02/24/2022,Southwest,"4,076"
02/24/2022,Eastern Area,"2,838"
02/23/2022,National,"11,195"
02/23/2022,Northwest,"3,286"
02/23/2022,Southwest,"4,598"
02/23/2022,Eastern Area,"3,311"
02/22/2022,National,"12,925"
02/22/2022,Northwest,"5,375"
02/22/2022,Southwest,"3,962"
02/22/2022,Eastern Area,"3,588"
02/21/2022,National,"10,005"
02/21/2022,Northwest,"2,815"
02/21/2022,Southwest,"4,881"
02/21/2022,Eastern Area,"2,309"
02/18/2022,National,"11,698"
02/18/2022,Northwest,"3,948"
02/18/2022,Southwest,"4,366"
02/18/2022,Eastern Area,"3,384"
02/17/2022,National,"10,480"
02/17/2022,Northwest,"2,844"
02/17/2022,Southwest,"3,818"
02/17/2022,Eastern Area,"3,818"
02/16/2022,National,"11,866"
02/16/2022,Northwest,"3,683"
02/16/2022,Southwest,"4,636"
02/16/2022,Eastern Area,"3,547"
02/15/2022,National,"10,982"
02/15/2022,Northwest,"3,394"
02/15/2022,Southwest,"4,831"
02/15/2022,Eastern Area,"2,757"
02/14/2022,National,"13,142"
02/14/2022,Northwest,"5,249"
02/14/2022,Southwest,"4,155"
02/14/2022,Eastern Area,"3,738"
02/11/2022,National,"14,893"
02/11/2022,Northwest,"5,915"
02/11/2022,Southwest,"4,410"
02/11/2022,Eastern Area,"4,568"
02/10/2022,National,"11,288"
02/10/2022,Northwest,"3,624"
02/10/2022,Southwest,"3,780"
02/10/2022,Eastern Area,"3,884"
02/09/2022,National,"10,782"
02/09/2022,Northwest,"3,913"
02/09/2022,Southwest,"4,211"
02/09/2022,Eastern Area,"2,658"
02/08/2022,National,"9,885"
02/08/2022,Northwest,"3,550"
02/08/2022,Southwest,"3,126"
02/08/2022,Eastern Area,"3,209"
02/07/2022,National,"16,339"
02/07/2022,Northwest,"6,087"
02/07/2022,Southwest,"4,930"
02/07/2022,Eastern Area,"5,322"
02/04/2022,National,"7,918"
02/04/2022,Northwest,"2,573"
02/04/2022,Southwest,"3,187"
02/04/2022,Eastern Area,"2,158"
02/03/2022,National,"8,514"
02/03/2022,Northwest,"3,375"
02/03/2022,Southwest,"2,925"
02/03/2022,Eastern Area,"2,214"
02/02/2022,National,"11,602"
02/02/2022,Northwest,"4,149"
02/02/2022,Southwest,"4,018"
02/02/2022,Eastern Area,"3,435"
02/01/2022,National,"9,111"
02/01/2022,Northwest,"2,796"
02/01/2022,Southwest,"3,894"
02/01/2022,Eastern Area,"2,421"
01/31/2022,National,"13,743"
01/31/2022,Northwest,"5,149"
01/31/2022,Southwest,"4,892"
01/31/2022,Eastern Area,"3,702"
01/28/2022,National,"10,881"
01/28/2022,Northwest,"3,625"
01/28/2022,Southwest,"4,286"
01/28/2022,Eastern Area,"2,970"
01/27/2022,National,"10,981"
01/27/2022,Northwest,"3,528"
01/27/2022,Southwest,"4,443"
01/27/2022,Eastern Area,"3,010"
01/26/2022,National,"10,262"
01/26/2022,Northwest,"2,950"
01/26/2022,Southwest,"4,031"
01/26/2022,Eastern Area,"3,281"
01/25/2022,National,"9,671"
01/25/2022,Northwest,"3,239"
01/25/2022,Southwest,"4,050"
01/25/2022,Eastern Area,"2,382"
01/24/2022,National,"13,298"
01/24/2022,Northwest,"4,207"
01/24/2022,Southwest,"5,119"
01/24/2022,Eastern Area,"3,972"
01/21/2022,National,"11,547"
01/21/2022,Northwest,"3,581"
01/21/2022,Southwest,"4,811"
01/21/2022,Eastern Area,"3,155"
01/20/2022,National,"10,977"
01/20/2022,Northwest,"3,586"
01/20/2022,Southwest,"4,136"
01/20/2022,Eastern Area,"3,255"
01/19/2022,National,"10,471"
01/19/2022,Northwest,"2,919"
01/19/2022,Southwest,"4,468"
01/19/2022,Eastern Area,"3,084"
01/18/2022,National,"10,128"
01/18/2022,Northwest,"2,946"
01/18/2022,Southwest,"4,417"
01/18/2022,Eastern Area,"2,765"
01/17/2022,National,"11,551"
01/17/2022,Northwest,"4,413"
01/17/2022,Southwest,"5,040"
01/17/2022,Eastern Area,"2,098"
01/14/2022,National,"8,716"
01/14/2022,Northwest,"2,947"
01/14/2022,Southwest,"2,812"
01/14/2022,Eastern Area,"2,957"
01/13/2022,National,"10,028"
01/13/2022,Northwest,"2,604"
01/13/2022,Southwest,"4,577"
01/13/2022,Eastern Area,"2,847"
01/12/2022,National,"11,383"
01/12/2022,Northwest,"3,313"
01/12/2022,Southwest,"4,699"
01/12/2022,Eastern Area,"3,371"
01/11/2022,National,"11,047"
01/11/2022,Northwest,"3,072"
01/11/2022,Southwest,"4,789"
01/11/2022,Eastern Area,"3,186"
01/10/2022,National,"15,734"
01/10/2022,Northwest,"5,108"
01/10/2022,Southwest,"6,167"
01/10/2022,Eastern Area,"4,459"
01/07/2022,National,"11,886"
01/07/2022,Northwest,"4,043"
01/07/2022,Southwest,"4,783"
01/07/2022,Eastern Area,"3,060"
01/06/2022,National,"9,712"
01/06/2022,Northwest,"3,206"
01/06/2022,Southwest,"3,158"
01/06/2022,Eastern Area,"3,348"
01/05/2022,National,"9,506"
01/05/2022,Northwest,"2,799"
01/05/2022,Southwest,"4,584"
01/05/2022,Eastern Area,"2,123"
01/04/2022,National,"10,884"
01/04/2022,Northwest,"3,087"
01/04/2022,Southwest,"5,149"
01/04/2022,Eastern Area,"2,648"
01/03/2022,National,"14,495"
01/03/2022,Northwest,"4,335"
01/03/2022,Southwest,"5,773"
01/03/2022,Eastern Area,"4,387"
12/30/2021,National,"10,734"
12/30/2021,Northwest,"4,633"
12/30/2021,Southwest,"2,303"
12/30/2021,Eastern Area,"3,798"
12/29/2021,National,"11,513"
12/29/2021,Northwest,"2,694"
12/29/2021,Southwest,"4,594"
12/29/2021,Eastern Area,"4,225"
12/28/2021,National,"9,295"
12/28/2021,Northwest,"2,557"
12/28/2021,Southwest,"4,436"
12/28/2021,Eastern Area,"2,302"
12/27/2021,National,"8,190"
12/27/2021,Northwest,"2,331"
12/27/2021,Southwest,"3,627"
12/27/2021,Eastern Area,"2,232"
12/23/2021,National,"10,672"
12/23/2021,Northwest,"4,270"
12/23/2021,Southwest,"3,910"
12/23/2021,Eastern Area,"2,492"
12/22/2021,National,"10,475"
12/22/2021,Northwest,"3,402"
12/22/2021,Southwest,"4,682"
12/22/2021,Eastern Area,"2,391"
12/21/2021,National,"11,111"
12/21/2021,Northwest,"3,072"
12/21/2021,Southwest,"4,492"
12/21/2021,Eastern Area,"3,547"
12/20/2021,National,"13,772"
12/20/2021,Northwest,"5,875"
12/20/2021,Southwest,"4,657"
12/20/2021,Eastern Area,"3,240"
12/17/2021,National,"9,557"
12/17/2021,Northwest,"2,402"
12/17/2021,Southwest,"4,602"
12/17/2021,Eastern Area,"2,553"
12/16/2021,National,"10,079"
12/16/2021,Northwest,"2,120"
12/16/2021,Southwest,"4,681"
12/16/2021,Eastern Area,"3,278"
12/15/2021,National,"11,102"
12/15/2021,Northwest,"2,810"
12/15/2021,Southwest,"5,117"
12/15/2021,Eastern Area,"3,175"
12/14/2021,National,"10,733"
12/14/2021,Northwest,"2,955"
12/14/2021,Southwest,"4,667"
12/14/2021,Eastern Area,"3,111"
12/13/2021,National,"11,249"
12/13/2021,Northwest,"3,333"
12/13/2021,Southwest,"4,128"
12/13/2021,Eastern Area,"3,788"
12/10/2021,National,"11,419"
12/10/2021,Northwest,"3,503"
12/10/2021,Southwest,"4,898"
12/10/2021,Eastern Area,"3,018"
12/09/2021,National,"11,367"
12/09/2021,Northwest,"3,439"
12/09/2021,Southwest,"4,267"
12/09/2021,Eastern Area,"3,661"
12/08/2021,National,"11,822"
12/08/2021,Northwest,"4,583"
12/08/2021,Southwest,"4,342"
12/08/2021,Eastern Area,"2,897"
12/07/2021,National,"10,260"
12/07/2021,Northwest,"2,490"
12/07/2021,Southwest,"5,091"
12/07/2021,Eastern Area,"2,679"
12/06/2021,National,"13,755"
12/06/2021,Northwest,"3,475"
12/06/2021,Southwest,"6,557"
12/06/2021,Eastern Area,"3,723"
12/03/2021,National,"11,866"
12/03/2021,Northwest,"4,279"
12/03/2021,Southwest,"4,030"
12/03/2021,Eastern Area,"3,557"
12/02/2021,National,"9,612"
12/02/2021,Northwest,"2,618"
12/02/2021,Southwest,"4,248"
12/02/2021,Eastern Area,"2,746"
12/01/2021,National,"7,334"
12/01/2021,Northwest,"1,629"
12/01/2021,Southwest,"2,209"
12/01/2021,Eastern Area,"3,496"
11/30/2021,National,"12,075"
11/30/2021,Northwest,"6,185"
11/30/2021,Southwest,"3,416"
11/30/2021,Eastern Area,"2,474"
11/29/2021,National,"9,637"
11/29/2021,Northwest,"2,611"
11/29/2021,Southwest,"4,711"
11/29/2021,Eastern Area,"2,315"
11/26/2021,National,"8,581"
11/26/2021,Northwest,"1,967"
11/26/2021,Southwest,"4,634"
11/26/2021,Eastern Area,"1,980"
11/24/2021,National,"9,877"
11/24/2021,Northwest,"2,297"
11/24/2021,Southwest,"4,607"
11/24/2021,Eastern Area,"2,973"
11/23/2021,National,"10,861"
11/23/2021,Northwest,"3,952"
11/23/2021,Southwest,"4,465"
11/23/2021,Eastern Area,"2,444"
11/22/2021,National,"13,497"
11/22/2021,Northwest,"3,285"
11/22/2021,Southwest,"6,629"
11/22/2021,Eastern Area,"3,583"
11/19/2021,National,"8,785"
11/19/2021,Northwest,"1,848"
11/19/2021,Southwest,"4,096"
11/19/2021,Eastern Area,"2,841"
11/18/2021,National,"9,807"
11/18/2021,Northwest,"2,613"
11/18/2021,Southwest,"4,210"
11/18/2021,Eastern Area,"2,984"
11/17/2021,National,"9,745"
11/17/2021,Northwest,"2,399"
11/17/2021,Southwest,"4,908"
11/17/2021,Eastern Area,"2,438"
11/16/2021,National,"10,708"
11/16/2021,Northwest,"2,725"
11/16/2021,Southwest,"4,630"
11/16/2021,Eastern Area,"3,353"
11/15/2021,National,"12,020"
11/15/2021,Northwest,"2,593"
11/15/2021,Southwest,"6,490"
11/15/2021,Eastern Area,"2,937"
11/12/2021,National,"11,576"
11/12/2021,Northwest,"4,580"
11/12/2021,Southwest,"4,181"
11/12/2021,Eastern Area,"2,815"
11/11/2021,National,"9,069"
11/11/2021,Northwest,"2,109"
11/11/2021,Southwest,"3,418"
11/11/2021,Eastern Area,"3,542"
11/10/2021,National,"9,931"
11/10/2021,Northwest,"2,309"
11/10/2021,Southwest,"4,561"
11/10/2021,Eastern Area,"3,061"
11/09/2021,National,"11,369"
11/09/2021,Northwest,"3,203"
11/09/2021,Southwest,"5,546"
11/09/2021,Eastern Area,"2,620"
11/08/2021,National,"14,058"
11/08/2021,Northwest,"5,605"
11/08/2021,Southwest,"6,438"
11/08/2021,Eastern Area,"2,015"
11/05/2021,National,"10,091"
11/05/2021,Northwest,"2,257"
11/05/2021,Southwest,"4,075"
11/05/2021,Eastern Area,"3,759"
11/04/2021,National,"9,618"
11/04/2021,Northwest,"2,610"
11/04/2021,Southwest,"4,326"
11/04/2021,Eastern Area,"2,682"
11/03/2021,National,"10,121"
11/03/2021,Northwest,"2,544"
11/03/2021,Southwest,"4,679"
11/03/2021,Eastern Area,"2,898"
11/02/2021,National,"10,269"
11/02/2021,Northwest,"2,560"
11/02/2021,Southwest,"4,762"
11/02/2021,Eastern Area,"2,947"
11/01/2021,National,"11,309"
11/01/2021,Northwest,"2,901"
11/01/2021,Southwest,"5,736"
11/01/2021,Eastern Area,"2,672"
10/29/2021,National,"13,330"
10/29/2021,Northwest,"4,493"
10/29/2021,Southwest,"5,780"
10/29/2021,Eastern Area,"3,057"
10/28/2021,National,"9,218"
10/28/2021,Northwest,"2,513"
10/28/2021,Southwest,"3,064"
10/28/2021,Eastern Area,"3,641"
10/27/2021,National,"10,226"
10/27/2021,Northwest,"2,453"
10/27/2021,Southwest,"5,117"
10/27/2021,Eastern Area,"2,656"
10/26/2021,National,"10,496"
10/26/2021,Northwest,"2,704"
10/26/2021,Southwest,"5,251"
10/26/2021,Eastern Area,"2,541"
10/25/2021,National,"11,866"
10/25/2021,Northwest,"3,564"
10/25/2021,Southwest,"5,046"
10/25/2021,Eastern Area,"3,256"
10/22/2021,National,"11,811"
10/22/2021,Northwest,"3,384"
10/22/2021,Southwest,"5,026"
10/22/2021,Eastern Area,"3,401"
10/21/2021,National,"10,483"
10/21/2021,Northwest,"2,154"
10/21/2021,Southwest,"4,696"
10/21/2021,Eastern Area,"3,633"
10/20/2021,National,"9,277"
10/20/2021,Northwest,"2,647"
10/20/2021,Southwest,"3,939"
10/20/2021,Eastern Area,"2,691"
10/19/2021,National,"10,198"
10/19/2021,Northwest,"2,995"
10/19/2021,Southwest,"4,138"
10/19/2021,Eastern Area,"3,065"
10/18/2021,National,"13,903"
10/18/2021,Northwest,"5,091"
10/18/2021,Southwest,"5,550"
10/18/2021,Eastern Area,"3,262"
10/15/2021,National,"11,019"
10/15/2021,Northwest,"2,429"
10/15/2021,Southwest,"4,540"
10/15/2021,Eastern Area,"4,050"
10/14/2021,National,"8,955"
10/14/2021,Northwest,"2,370"
10/14/2021,Southwest,"4,216"
10/14/2021,Eastern Area,"2,369"
10/13/2021,National,"9,862"
10/13/2021,Northwest,"2,467"
10/13/2021,Southwest,"4,794"
10/13/2021,Eastern Area,"2,601"
10/12/2021,National,"10,268"
10/12/2021,Northwest,"2,640"
10/12/2021,Southwest,"4,393"
10/12/2021,Eastern Area,"3,235"
10/11/2021,National,"14,699"
10/11/2021,Northwest,"4,773"
10/11/2021,Southwest,"5,434"
10/11/2021,Eastern Area,"4,492"
10/08/2021,National,"10,419"
10/08/2021,Northwest,"3,357"
10/08/2021,Southwest,"4,756"
10/08/2021,Eastern Area,"2,306"
10/07/2021,National,"10,471"
10/07/2021,Northwest,"2,806"
10/07/2021,Southwest,"4,778"
10/07/2021,Eastern Area,"2,887"
10/06/2021,National,"9,677"
10/06/2021,Northwest,"2,186"
10/06/2021,Southwest,"4,090"
10/06/2021,Eastern Area,"3,401"
10/05/2021,National,"9,283"
10/05/2021,Northwest,"2,806"
10/05/2021,Southwest,"3,855"
10/05/2021,Eastern Area,"2,622"
10/04/2021,National,"13,385"
10/04/2021,Northwest,"3,225"
10/04/2021,Southwest,"7,098"
10/04/2021,Eastern Area,"3,062"
10/01/2021,National,"12,786"
10/01/2021,Northwest,"4,615"
10/01/2021,Southwest,"5,153"
10/01/2021,Eastern Area,"3,018"
09/30/2021,National,"10,187"
09/30/2021,Northwest,"2,472"
09/30/2021,Southwest,"4,585"
09/30/2021,Eastern Area,"3,130"
09/29/2021,National,"10,452"
09/29/2021,Northwest,"2,502"
09/29/2021,Southwest,"4,287"
09/29/2021,Eastern Area,"3,663"
09/28/2021,National,"10,730"
09/28/2021,Northwest,"2,456"
09/28/2021,Southwest,"5,271"
09/28/2021,Eastern Area,"3,003"
09/24/2021,National,"11,503"
09/24/2021,Northwest,"4,391"
09/24/2021,Southwest,"4,716"
09/24/2021,Eastern Area,"2,396"
